Date,Open,High,Low,Close,Adj Close,Volume
2004-08-01,2.4721224626408373,2.8053650558190473,2.372249595653995,2.530712127685547,2684837851,2.530712127685547
2004-09-01,2.5388700334057215,3.337860332866127,2.445918044613128,3.203871250152588,4270113667,3.203871250152588
2004-10-01,3.2335366535370373,4.943009321059606,3.1865659556922594,4.712855339050293,10321258145,4.712855339050293
2004-11-01,4.784794391669818,4.9837999232713335,3.9877821479628244,4.498769760131836,11145383635,4.498769760131836
2004-12-01,4.498028728363802,4.941280450381082,4.164786058044166,4.766006946563721,5835483147,4.766006946563721
2005-01-01,4.8799704918747215,5.075268758702026,4.3581053263409375,4.835967540740967,8237356337,4.835967540740967
2005-02-01,4.805311816598056,5.359561624728929,4.474542628144417,4.647343635559082,13073210618,4.647343635559082
2005-03-01,4.679482956948477,4.6933261430155975,4.266143945456984,4.462429523468018,6903740285,4.462429523468018
2005-04-01,4.493331088034495,5.555849030239031,4.445866039714199,5.438671112060547,9101631755,5.438671112060547
2005-05-01,5.489349182801006,6.882391266053434,5.44386247299823,6.854455947875977,10188799510,6.854455947875977
2005-06-01,7.00105322642522,7.645041236856528,6.611198795887003,7.271749973297119,15618390955,7.271749973297119
2005-07-01,7.293751845495552,7.856406842849527,7.094746308075421,7.113781929016113,8228691980,7.113781929016113
2005-08-01,7.1226814596031875,7.4094477532788625,6.757548701096467,7.070272445678711,5740311751,7.070272445678711
2005-09-01,7.068047964029177,7.934279026370091,7.045550717861694,7.8232808113098145,6831639042,7.8232808113098145
2005-10-01,7.753319352200182,9.264280846771472,7.185966558776181,9.19975757598877,7747430832,9.19975757598877
2005-11-01,9.192835512980919,10.660781696146845,9.12238006339599,10.009871482849121,8498379059,10.009871482849121
2005-12-01,10.115927149243399,11.030859813990187,9.864017099910567,10.25584888458252,7981071306,10.25584888458252
2006-01-01,10.445212788654704,11.745302905664909,9.758457668526114,10.69588565826416,12006439028,10.69588565826416
2006-02-01,9.617299324719381,10.049178766075588,8.351571814707407,8.964410781860352,11945607870,8.964410781860352
2006-03-01,9.111256951245705,9.86377068727285,8.19632422682134,9.641279220581055,12316553076,9.641279220581055
2006-04-01,9.629661063271932,11.142352021174592,9.590106540524541,10.331991195678711,7440364169,10.331991195678711
2006-05-01,10.345093096151503,10.36907362392267,8.91373463848461,9.191847801208496,7063970623,9.191847801208496
2006-06-01,9.234369628555706,10.366354942321777,9.18641046233242,10.366354942321777,5716571099,10.366354942321777
2006-07-01,10.383905952686005,10.577967043868036,9.336961066065978,9.55722713470459,5119995337,9.55722713470459
2006-08-01,9.520392124944362,9.641278237294825,8.982705494065698,9.357726097106934,4294918292,9.357726097106934
2006-09-01,9.418541290278824,10.350531258054941,9.31298116260517,9.93546199798584,4880280180,9.93546199798584
2006-10-01,9.935462367399344,12.161855583261843,9.843745892651096,11.776947021484375,6364325977,11.776947021484375
2006-11-01,11.835536236633937,12.681990899341372,11.496855549138822,11.985099792480469,4755369734,11.985099792480469
2006-12-01,12.01402408476402,12.172734403114326,11.182401251010155,11.38363265991211,3680311197,11.38363265991211
2007-01-01,11.520092902958774,12.681990776424287,11.399206779301442,12.397696495056152,5002163322,12.397696495056152
2007-02-01,12.50894313298459,12.509190189021087,10.952493889363007,11.110957145690918,4573643120,11.110957145690918
2007-03-01,10.943347503658677,11.520093687467615,10.803177748227654,11.326279640197754,4742365168,11.326279640197754
2007-04-01,11.316389121125926,12.175205029369225,11.17696150074903,11.653092384338379,3732277253,11.653092384338379
2007-05-01,11.673118067821727,12.577667877605695,11.307738265041461,12.308948516845703,3998198267,12.308948516845703
2007-06-01,12.385335871731703,13.225610322321359,12.301036759704933,12.92178726196289,5181284205,12.92178726196289
2007-07-01,12.990759313668756,13.808784575544696,12.332926701794625,12.607827186584473,4682718433,12.607827186584473
2007-08-01,12.620187284472186,13.023637329135678,11.877561515117096,12.7376127243042,3561326880,12.7376127243042
2007-09-01,12.731930055772168,14.135354263103087,12.629583532240911,14.023613929748535,2786959199,14.023613929748535
2007-10-01,14.090359283591354,17.477909088134766,14.08145864082074,17.477909088134766,6241346740,17.477909088134766
2007-11-01,17.373831344927698,18.472689079812348,15.228770038955709,17.13180923461914,6884717244,17.13180923461914
2007-12-01,17.082616221376902,17.91794767783538,16.13060237966381,17.094236373901367,3425355126,17.094236373901367
2008-01-01,17.12859843863186,17.23984369489288,12.830317774597155,13.950189590454102,6335233336,13.950189590454102
2008-02-01,13.06937302954728,13.375175413007716,11.046682540717896,11.648149490356445,7113985391,11.648149490356445
2008-03-01,11.656308368402671,11.686220134013801,10.187866908287955,10.888959884643555,5846452106,10.888959884643555
2008-04-01,11.068683588146671,14.458458861730577,10.902062756833406,14.19715404510498,5743234666,14.19715404510498
2008-05-01,14.2965347341227,14.893305695325829,13.295325464689688,14.481697082519531,4200999578,14.481697082519531
2008-06-01,14.400115851821015,14.53707197581084,12.733657634233822,13.013749122619629,3765445109,13.013749122619629
2008-07-01,12.844655590869193,13.737091925029645,11.51020293485154,11.711681365966797,4179045594,11.711681365966797
2008-08-01,11.681027837724482,12.624143887393362,11.418736684066015,11.45309829711914,2762893330,11.45309829711914
