Date,Open,High,Low,Close,Adj Close,Volume
1980-12-08,0.09829745441675186,0.09872481093560322,0.09829745441675186,0.09829745441675186,469033600,0.09829745441675186
1980-12-15,0.09359662140281547,0.09701544680358412,0.08633083782281198,0.09658809006214142,490134400,0.09658809006214142
1980-12-22,0.1012889841856626,0.12180349861681658,0.1012889841856626,0.1213761419057846,187891200,0.1213761419057846
1980-12-29,0.12308553954126464,0.12351289619050719,0.11667523545185322,0.11795729398727417,219452800,0.11795729398727417
1981-01-05,0.11582051879726939,0.11582051879726939,0.10342650300227771,0.10898209363222122,197904000,0.10898209363222122
1981-01-12,0.10898213036183454,0.10898213036183454,0.10428124000898924,0.10599065572023392,88502400,0.10599065572023392
1981-01-19,0.11240094787686483,0.1132556613328879,0.10898211687739018,0.1119735911488533,134332800,0.1119735911488533
1981-01-26,0.11069153585599138,0.11069153585599138,0.09658809006214142,0.09658809006214142,166588800,0.09658809006214142
1981-02-02,0.09145980147049478,0.09872481093560322,0.09103245065779504,0.09829745441675186,92579200,0.09829745441675186
1981-02-09,0.09402397368504219,0.09402397368504219,0.08718554675579071,0.08718554675579071,74659200,0.08718554675579071
1981-02-16,0.08932233494112997,0.09402399638858257,0.08291202783584595,0.08291202783584595,78198400,0.08291202783584595
1981-02-23,0.08419406404221809,0.09145984749400946,0.08120258972952514,0.09060513973236084,76182400,0.09060513973236084
1981-03-02,0.091032498615868,0.09145984965370636,0.08761289715766907,0.08761289715766907,58620800,0.08761289715766907
1981-03-09,0.08120257484335905,0.08120257484335905,0.0739367927235407,0.07607356458902359,364112000,0.07607356458902359
1981-03-16,0.07906582604098401,0.08889496280272054,0.07906582604098401,0.08804025501012802,170329600,0.08804025501012802
1981-03-23,0.09145984880898926,0.0923145565829266,0.08462142199277878,0.08462142199277878,81760000,0.08462142199277878
1981-03-30,0.08462142077611964,0.0910324964662624,0.08291200525282238,0.09060513973236084,107856000,0.09060513973236084
1981-04-06,0.08932230000361527,0.09573337493233726,0.08804024136648515,0.09530602395534515,101404800,0.09530602395534515
1981-04-13,0.09530608702489504,0.09573343828469019,0.08547617495059967,0.08547617495059967,80640000,0.08547617495059967
1981-04-20,0.08804026281304175,0.10043428867575348,0.08804026281304175,0.09915222972631454,175952000,0.09915222972631454
1981-04-27,0.09872485590577806,0.09872485590577806,0.09530603072841572,0.09701544046401978,113523200,0.09701544046401978
1981-05-04,0.09701543298665172,0.09701543298665172,0.09359660807279191,0.09573337435722351,68208000,0.09573337435722351
